['[CLR]', 'presents', 'a', 'good', 'case', 'while', 'failing', 'to', 'provide', 'a', 'reason', 'for', 'us', 'to', 'care', 'beyond', 'the', 'very', 'basic', 'dictums', 'of', 'human', 'decency', '[SEP]']	[0.06242676437760653, 0.03657631280648642, 0.02315470127063212, 0.03310756206390163, 0.04464338055497113, 0.030701093489489222, 0.04621289389318687, 0.023010441771269995, 0.03476439123966178, 0.022270649663250312, 0.04485327286231982, 0.026324140035236032, 0.029312695834827148, 0.027967668254402476, 0.0521307460653292, 0.038617769469185145, 0.023530165394868408, 0.02949413613193883, 0.03728556663472803, 0.14406208162326106, 0.022436547268514215, 0.030071203407604455, 0.07442881913987548, 0.06261699674745415]
['[CLR]', 'beautifully', 'crafted', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing', '[SEP]']	[0.0651726007312804, 0.035659283012991115, 0.03532648688531324, 0.03316695063459941, 0.05247113976889103, 0.02684111450841822, 0.028433087517913787, 0.03350607513228583, 0.03761254265024021, 0.04206579339398361, 0.05155175609557222, 0.02556633495745457, 0.035436933733653475, 0.02428385639888175, 0.025015323380812027, 0.10645838987161488, 0.065536048837778, 0.05968077271055803, 0.023513593970077573, 0.02350589491085479, 0.026467933253853375, 0.022987958043687348, 0.05733638867825185, 0.06240374092103315]
['[CLR]', 'bread', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it', '[SEP]']	[0.08645206964472837, 0.07348134434958971, 0.04354693038858886, 0.05779823510870141, 0.04396125884286621, 0.04437268002816254, 0.044837860583364246, 0.0627637717824823, 0.03751793416124738, 0.039168077787759964, 0.033478332844957825, 0.05293715771820489, 0.034656831455445694, 0.06261079375708076, 0.03642118981290987, 0.12228780236650905, 0.03704166080536527, 0.0866660685620355]
['[CLR]', 'slow', 'silly', 'and', 'unintentionally', 'hilarious', '[SEP]']	[0.13518721522332666, 0.06566872755085595, 0.08951976596367463, 0.047548354569539195, 0.3959763298985898, 0.12979358338446736, 0.13630602340954623]
['[CLR]', 'ultimately', 'feels', 'empty', 'and', 'unsatisfying', 'like', 'swallowing', 'a', 'communion', 'wafer', 'without', 'the', 'wine', '[SEP]']	[0.08765113813774796, 0.037872506873566865, 0.054097920823786234, 0.042849713854400194, 0.03088629304784611, 0.20190320651609855, 0.042060068602411724, 0.08092610973083601, 0.031337411217074417, 0.06452719689620472, 0.11896433963520027, 0.03542353320167701, 0.03114477268142687, 0.04817103296502394, 0.09218475581669891]
['[CLR]', 'exudes', 'the', 'fizz', 'of', 'a', 'busby', 'berkeley', 'musical', 'and', 'the', 'visceral', 'excitement', 'of', 'a', 'sports', 'extravaganza', '[SEP]']	[0.07426954126024457, 0.07800452345249649, 0.023001528138837917, 0.07996533982365608, 0.02719393290871939, 0.0248748357801964, 0.07872861280859973, 0.05470383966889032, 0.05251539849067612, 0.026318581789918267, 0.02416325167854334, 0.11617120373456247, 0.045770182858479794, 0.022402205736823878, 0.023270590529265493, 0.03695793229635841, 0.15100609270995674, 0.06068240633377445]
['[CLR]', 'the', 'film', 'rehashes', 'several', 'old', 'themes', 'and', 'is', 'capped', 'with', 'pointless', 'extremes', '[SEP]']	[0.09835006309621235, 0.03477182479016609, 0.051696994131048224, 0.21597338642484853, 0.04639743667289303, 0.0472903856705326, 0.07178513577624482, 0.03770640809102263, 0.03765167609866896, 0.09300080635242258, 0.0458073346802623, 0.06436553635149857, 0.05686367476454293, 0.09833933709963641]
['[CLR]', 'ryan', 'gosling', 'is', 'in', 'a', 'word', 'brilliant', 'as', 'the', 'conflicted', 'daniel', '[SEP]']	[0.09596423234573688, 0.05577009385800049, 0.13107180416169548, 0.053667823081799404, 0.053238274269755005, 0.04613298968829181, 0.08393119234960084, 0.09629927495998762, 0.051036887930922745, 0.045413190629581615, 0.12649197753393715, 0.05592463612862558, 0.10505762306206559]
['[CLR]', 'if', 'deuces', 'wild', 'had', 'been', 'tweaked', 'up', 'a', 'notch', 'it', 'would', 'have', 'become', 'a', 'camp', 'adventure', 'one', 'of', 'those', 'movies', '[SEP]']	[0.07520604147978009, 0.030767413101368338, 0.12161650501905823, 0.038260252916874016, 0.027292718102303003, 0.02448843245452781, 0.14803349061917426, 0.025659509038193754, 0.026026860813302907, 0.05265811222568066, 0.029022574746794004, 0.027558339819911067, 0.02555698222058744, 0.03331662198309432, 0.026290512781140248, 0.03896104039194609, 0.06616103758561447, 0.02980721339770412, 0.024648654514854, 0.031180744259564724, 0.03950694870391113, 0.057979993824615446]
['[CLR]', 'frida', 'is', 'certainly', 'no', 'disaster', 'but', 'neither', 'is', 'it', 'the', 'kahlo', 'movie', 'frida', 'fans', 'have', 'been', 'looking', 'for', '[SEP]']	[0.07151757024719012, 0.07527591154989793, 0.03022505499837992, 0.042889784904196315, 0.032608426256637825, 0.06318757206956375, 0.030663831455826247, 0.04159849003252737, 0.036324840691882285, 0.033146176975743645, 0.0302629028010339, 0.11428717528997794, 0.05917729624907804, 0.08783047185865361, 0.05667634843652054, 0.02992996046740495, 0.028136573271987125, 0.035875471222744454, 0.0297264368312096, 0.07065970438954473]
['[CLR]', 'the', 'film', 'often', 'achieves', 'a', 'mesmerizing', 'poetry', '[SEP]']	[0.116163592158088, 0.042850378914389343, 0.06718494687022801, 0.06148518966485168, 0.147706336059402, 0.047671329335997964, 0.31898919454394475, 0.08517878654654747, 0.11277024590655071]
['[CLR]', 'a', 'work', 'of', 'astonishing', 'delicacy', 'and', 'force', '[SEP]']	[0.12083134082832009, 0.05014263609317654, 0.07342887446677684, 0.05775342236012795, 0.1289606981451203, 0.2815274674651379, 0.05156977704470458, 0.08318498996601592, 0.15260079363062015]
['[CLR]', 'for', 'the', 'most', 'part', 'the', 'ingredients', 'are', 'there', '[SEP]']	[0.12744691622894713, 0.07327668177701176, 0.0711942519943602, 0.10386566178960378, 0.10692035787188503, 0.06663561599325354, 0.1382819927255333, 0.08360912315632983, 0.07749400413597493, 0.15127539432710066]
['[CLR]', 'but', 'if', '[SEP]']	[0.2903094800328382, 0.17479125355121186, 0.16659744226620607, 0.36830182414974394]
['[CLR]', 'the', 'acting', 'is', 'stiff', 'the', 'story', 'lacks', 'all', 'trace', 'of', 'wit', 'the', 'sets', 'look', 'like', 'they', 'were', 'borrowed', 'from', '[SEP]']	[0.07245072292360352, 0.02790267446521328, 0.052680055927106624, 0.035940098222412814, 0.05492198779405155, 0.03295395653025297, 0.04919779320234688, 0.06189525582053036, 0.03286585121839804, 0.054124146899524994, 0.034664381207921535, 0.06923515155323172, 0.04223777646100714, 0.05843447471698556, 0.04905859795387355, 0.040517837047759214, 0.03198024255323699, 0.03550963611497366, 0.05213213327386876, 0.03445229187709272, 0.07684493423660772]
['[CLR]', 'this', 'version', 'moves', 'beyond', 'the', '[SEP]']	[0.17120963009548326, 0.08753127918162298, 0.11769167476848083, 0.14499156456886206, 0.1313745467299922, 0.08904872478806981, 0.2581525798674886]
['[CLR]', 'a', 'first-class', 'thoroughly', 'involving', 'b', 'movie', 'that', 'effectively', 'combines', 'two', 'surefire', 'beloved', 'genres', 'the', 'prison', 'flick', 'and', 'the', 'fight', 'film', '[SEP]']	[0.05902947173303775, 0.02385314265937679, 0.09484753327067592, 0.05318997934193328, 0.04211736169612794, 0.03840410261462413, 0.041336943492689376, 0.02567161810450791, 0.028462727135605038, 0.04348187935273104, 0.0260770208438659, 0.09333977412747962, 0.03773284346897918, 0.08193787662464778, 0.031019577844048716, 0.044906055503667275, 0.058931497873956316, 0.02416144887879818, 0.023483317381660256, 0.03794799434805727, 0.033120218156890445, 0.05694761554664001]
['[CLR]', 'the', 'film', 'is', 'so', 'bad', 'it', '[SEP]']	[0.15588040146947843, 0.07334642700774821, 0.09432345950445056, 0.09559059227689336, 0.09719294230448171, 0.17213033302777242, 0.10614584812006046, 0.20538999628911464]
['[CLR]', 'weiss', 'and', 'speck', 'never', 'make', 'a', 'convincing', 'case', 'for', 'the', 'relevance', 'of', 'these', 'two', '20th-century', 'footnotes', '[SEP]']	[0.06926575293818839, 0.0383717238709995, 0.029757315891910916, 0.08946951615598164, 0.039900619407316026, 0.03550058322600522, 0.027272221862372083, 0.05049019349885694, 0.057726019739240464, 0.03129427262805172, 0.029929489269636064, 0.07714670055601754, 0.028306196207452852, 0.03428302548151646, 0.034756472455437205, 0.12260502047198464, 0.12639975714761423, 0.0775251191914176]
['[CLR]', 'another', 'best', 'of', 'the', 'year', 'selection', '[SEP]']	[0.15339864327854014, 0.08754699458153571, 0.13705567377888053, 0.09202064776598419, 0.09034956769262095, 0.12210420237495702, 0.12780767932363493, 0.1897165912038468]
['[CLR]', 'same', 'song', 'second', 'verse', 'coulda', 'been', 'better', 'but', 'it', 'coulda', 'been', 'worse', '[SEP]']	[0.08864705120100662, 0.04463382751416944, 0.06710288778709883, 0.049435189606263176, 0.07597046288167704, 0.13222339528399502, 0.047966899308443396, 0.06347257756435269, 0.043108072492244805, 0.042172100885271006, 0.14261981204227592, 0.04992896999575378, 0.055589155181182646, 0.09712959825626574]
['[CLR]', 'i', 'love', 'the', 'robust', 'middle', 'of', 'this', 'picture', '[SEP]']	[0.1222597006896897, 0.07063881881226897, 0.09761459938826024, 0.06071603903527244, 0.14832411842115273, 0.13197480612522924, 0.07316566829532861, 0.06127974265359008, 0.0767181932464244, 0.15730831333278386]
['[CLR]', 'the', 'soundtrack', 'alone', 'is', 'worth', 'the', 'price', 'of', 'admission', '[SEP]']	[0.11704177713655751, 0.04800808944169072, 0.11270665871176311, 0.06864939624796038, 0.060366313803478185, 0.0881274543346359, 0.06033896737163533, 0.11372774788705381, 0.06289122770258393, 0.10918602946649412, 0.15895633789614727]
['[CLR]', 'mostly', 'martha', 'could', 'have', 'used', 'a', 'little', 'trimming', '10', 'or', '15', 'minutes', 'could', 'be', 'cut', 'and', 'no', 'one', 'would', 'notice', 'but', '[SEP]']	[0.06592813643757298, 0.037824684099652846, 0.048215097875391216, 0.03445212520585299, 0.03559427777573176, 0.048065853179759255, 0.028327994273069746, 0.03740301504733591, 0.11765995938501358, 0.038946957140190544, 0.0327862131379578, 0.035243056021932506, 0.044824299900080807, 0.038816596779322456, 0.03239265930766446, 0.043745706844489446, 0.03095737716392616, 0.033660636872134615, 0.034804787071125914, 0.03689756486566113, 0.046812646257247244, 0.028994778085940576, 0.06764557727294573]
['[CLR]', 'for', 'the', 'rest', 'of', 'us', 'sitting', 'through', '[SEP]']	[0.1392027937067466, 0.08960780024966983, 0.07486777389460633, 0.11346627111435381, 0.08328263470859787, 0.10028041668089466, 0.15063387262258368, 0.07764946059459397, 0.171008976427953]
['[CLR]', 'featuring', 'a', 'dangerously', 'seductive', 'performance', 'from', 'the', 'great', 'daniel', 'auteuil', '[SEP]']	[0.10525627213141925, 0.06214996019953615, 0.04175551519730017, 0.08883316684322412, 0.094168446605583, 0.0653816027940721, 0.04562503751890785, 0.04719022831999161, 0.08169097822497984, 0.06612839006751624, 0.18778842926027317, 0.11403197283719675]
['[CLR]', 'the', 'movie', 'is', 'for', 'fans', 'who', '[SEP]']	[0.15524370448125496, 0.06872653100879374, 0.09813610816698057, 0.10653126020000071, 0.09607344982339677, 0.14907022254498917, 0.1084227199118466, 0.21779600386273723]
['[CLR]', 'the', 'ring', 'is', 'worth', 'a', 'look', 'if', 'you', '[SEP]']	[0.1240596132395384, 0.05550960935823396, 0.08949944527328692, 0.07645311419664072, 0.09677710839393859, 0.06769346605492643, 0.13134837784400202, 0.08273525689122184, 0.09535089142921531, 0.18057311731899595]
['[CLR]', 'beautifully', 'observed', 'miraculously', 'unsentimental', 'comedy-drama', '[SEP]']	[0.11516068329363836, 0.08028308373635623, 0.06532967789484415, 0.12607049249728397, 0.27136721350125326, 0.22622562398491974, 0.11556322509170439]
['[CLR]', 'what', 'makes', 'how', 'i', 'killed', 'my', 'father', 'compelling', 'besides', 'its', 'terrific', 'performances', 'is', '[SEP]']	[0.09228962364422658, 0.052610448961762035, 0.0796214199652418, 0.05888707993120947, 0.04933538788300001, 0.06939077587121595, 0.04513101612024039, 0.056495032190018675, 0.10114860793385175, 0.06452497257881504, 0.05439165828991293, 0.0733168755082769, 0.0605441151486558, 0.04372950186580832, 0.09858348410776414]
['[CLR]', 'this', 'hastily', 'mounted', 'production', 'exists', 'only', 'to', 'capitalize', 'on', '[SEP]']	[0.10882247386087097, 0.04772772191240023, 0.12254571053868812, 0.09266869857201522, 0.07541295731135063, 0.09089037387766431, 0.055046213954244014, 0.057643091150180605, 0.16113604089150407, 0.0569876640554457, 0.1311190538756363]
['[CLR]', 'a', 'plotline', '[SEP]']	[0.24304715695466692, 0.11216165026879932, 0.35136291331734515, 0.2934282794591884]
