['[CLR]', 'presents', 'a', 'good', 'case', 'while', 'failing', 'to', 'provide', 'a', 'reason', 'for', 'us', 'to', 'care', 'beyond', 'the', 'very', 'basic', 'dictums', 'of', 'human', 'decency', '[SEP]']	[12.393243610858917, 10.219194401055574, 2.195256421342492, 4.794185649603605, 8.817963477224112, 5.695836115628481, 4.458496866747737, 1.6698533203452826, 4.11398558318615, 1.7887600120157003, 7.267766900360584, 2.455727616325021, 3.8039024733006954, 2.391729224473238, 8.228573113679886, 5.05515955761075, 1.546341959387064, 4.122675273567438, 4.244644101709127, 24.89537626132369, 2.1299887746572495, 4.366593133658171, 14.895800560712814, 5.032912231981754]
['[CLR]', 'beautifully', 'crafted', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing', '[SEP]']	[12.11353887617588, 5.4394476767629385, 4.332619555294514, 6.0195671040564775, 9.115316301584244, 2.996353128924966, 4.978674851357937, 5.295059164054692, 10.000325787812471, 5.4731973223388195, 5.942694993689656, 3.5480762980878353, 6.9176875706762075, 4.065008353441954, 2.8148183170706034, 19.19870794378221, 14.164535522460938, 11.064537081867456, 2.7280306797474623, 3.3228813875466585, 5.8493471927940845, 3.280197685584426, 4.886215053498745, 5.462440948933363]
['[CLR]', 'bread', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it', '[SEP]']	[11.575364664196968, 8.126263700425625, 4.985815793275833, 7.69100496172905, 3.394997976720333, 4.401746172457933, 3.2744321674108505, 14.164236921817064, 2.919249404221773, 4.03690667450428, 2.504245813935995, 6.989494748413563, 3.2955301962792873, 11.583711702376604, 2.5075339637696743, 8.12884996831417, 4.393279939889908, 4.950065195560455]
['[CLR]', 'slow', 'silly', 'and', 'unintentionally', 'hilarious', '[SEP]']	[7.307174175977707, 3.400165166705847, 3.787889651954174, 2.165472984313965, 25.761587969958782, 12.805143788456917, 3.78027281165123]
['[CLR]', 'ultimately', 'feels', 'empty', 'and', 'unsatisfying', 'like', 'swallowing', 'a', 'communion', 'wafer', 'without', 'the', 'wine', '[SEP]']	[12.02687083184719, 5.907406069338322, 5.496741354465485, 5.198905173689127, 2.978832108899951, 35.74118818156421, 5.007364183664322, 5.045323006808758, 1.7857179548591375, 5.839044092223048, 13.580320626497269, 4.7519250474870205, 2.649943709373474, 5.295315958559513, 5.712157517671585]
['[CLR]', 'exudes', 'the', 'fizz', 'of', 'a', 'busby', 'berkeley', 'musical', 'and', 'the', 'visceral', 'excitement', 'of', 'a', 'sports', 'extravaganza', '[SEP]']	[10.7593814432621, 15.959398043341935, 1.878084565512836, 7.870847946032882, 2.265185071155429, 1.6871840115636587, 10.390741964802146, 4.436376512050629, 5.843124575912952, 2.67044647783041, 1.7380368923768401, 15.035932769067585, 3.1472773738205433, 1.7686003167182207, 1.5373811461031437, 3.378903016448021, 21.037349492311478, 4.883356798440218]
['[CLR]', 'the', 'film', 'rehashes', 'several', 'old', 'themes', 'and', 'is', 'capped', 'with', 'pointless', 'extremes', '[SEP]']	[9.537014111876488, 1.9208554346114397, 4.14444175362587, 17.971205301582813, 3.0428914576768875, 3.960719097405672, 4.559010222554207, 2.5127227269113064, 2.687222395092249, 6.579431492835283, 3.980067888274789, 11.618630535900593, 10.956684704869986, 4.351003371179104]
['[CLR]', 'ryan', 'gosling', 'is', 'in', 'a', 'word', 'brilliant', 'as', 'the', 'conflicted', 'daniel', '[SEP]']	[9.47326773405075, 3.9557215571403503, 10.179022142663598, 3.4733436554670334, 4.431195665150881, 2.4535721465945244, 7.757630243897438, 8.247299686074257, 4.777353376150131, 2.4265867695212364, 9.979762438684702, 4.052761249244213, 4.4630995243787766]
['[CLR]', 'if', 'deuces', 'wild', 'had', 'been', 'tweaked', 'up', 'a', 'notch', 'it', 'would', 'have', 'become', 'a', 'camp', 'adventure', 'one', 'of', 'those', 'movies', '[SEP]']	[12.008612588047981, 5.380300182849169, 14.159426037222147, 6.301879949867725, 3.0937580950558186, 2.969283450394869, 10.972401656210423, 3.4395706206560135, 2.6655331011861563, 14.663862865418196, 3.387810554355383, 3.380487250164151, 3.001761719584465, 4.449932223185897, 2.401414457708597, 5.8592429757118225, 7.293107815086842, 6.255401167087257, 4.6320684645324945, 7.964816231280565, 3.620332196354866, 5.474040266126394]
['[CLR]', 'frida', 'is', 'certainly', 'no', 'disaster', 'but', 'neither', 'is', 'it', 'the', 'kahlo', 'movie', 'frida', 'fans', 'have', 'been', 'looking', 'for', '[SEP]']	[11.530263274908066, 8.951502788811922, 2.078067872673273, 4.688222598284483, 4.189238201826811, 6.89519540220499, 3.3373865969479084, 6.879372127354145, 4.188906751573086, 4.33398424834013, 4.188465289771557, 17.675488371402025, 7.678772650659084, 10.214074969291687, 5.54353990405798, 3.2153931986540556, 3.3549154698848724, 5.842906974256039, 3.5883867293596268, 4.920217916369438]
