['[CLR]', 'presents', 'a', 'good', 'case', 'while', 'failing', 'to', 'provide', 'a', 'reason', 'for', 'us', 'to', 'care', 'beyond', 'the', 'very', 'basic', 'dictums', 'of', 'human', 'decency', '[SEP]']	[3.877308741211891, 8.834544144570827, 3.71704422775656, 7.028739456087351, 9.495892964303493, 5.785721965134144, 8.540753860026598, 3.000741211697459, 7.46158803999424, 3.119270473718643, 7.767017662525177, 4.200116997584701, 5.395307697355747, 4.434519378468394, 9.19184447824955, 6.537991933524609, 2.8040427528321743, 4.576303016394377, 7.514518991112709, 21.00569535046816, 3.034759219735861, 6.284704759716988, 14.442149132490158, 5.787373434752226]
['[CLR]', 'beautifully', 'crafted', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing', '[SEP]']	[3.6932871118187904, 6.368120454251766, 6.984784997999668, 6.3316818960011005, 10.222939033061266, 3.3404187923297286, 3.8903010822832584, 6.0791620798408985, 6.76120912656188, 6.589623808860779, 7.011860743165016, 2.6778208389878273, 4.872516307979822, 2.390228709205985, 2.3459015749394894, 13.367465279996395, 9.044212531298399, 9.459460601210594, 2.9872562885284424, 3.3974084574729204, 3.993206914514303, 2.95518746227026, 9.485638372600079, 5.404711879789829]
['[CLR]', 'bread', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it', '[SEP]']	[3.686640366911888, 10.050346404314041, 5.418982192873955, 8.190332844853401, 5.906722407788038, 3.306076504290104, 4.401326112449169, 8.705886080861092, 4.040913499891758, 4.071532391011715, 3.1448257490992546, 7.992794096469879, 4.656728945672512, 10.138129219412804, 3.1288976036012173, 14.811911299824715, 4.680583357810974, 6.129117175936699]
['[CLR]', 'slow', 'silly', 'and', 'unintentionally', 'hilarious', '[SEP]']	[2.258679009974003, 3.3550290167331696, 4.674228593707085, 1.9926330521702766, 18.596523240208626, 4.2419350147247314, 3.238668441772461]
['[CLR]', 'ultimately', 'feels', 'empty', 'and', 'unsatisfying', 'like', 'swallowing', 'a', 'communion', 'wafer', 'without', 'the', 'wine', '[SEP]']	[3.304018095135689, 7.955550067126751, 6.025419868528843, 4.391124900430441, 2.2875477112829685, 22.743097625672817, 4.214002422988415, 6.606964036822319, 2.25420480966568, 7.728509522974491, 12.534416627138853, 3.688376300036907, 2.4902118667960167, 6.244875833392143, 6.802253931760788]
['[CLR]', 'exudes', 'the', 'fizz', 'of', 'a', 'busby', 'berkeley', 'musical', 'and', 'the', 'visceral', 'excitement', 'of', 'a', 'sports', 'extravaganza', '[SEP]']	[3.79440363869071, 13.558425322175026, 3.4576852340251207, 12.92332273349166, 3.163884289562702, 3.0612369775772095, 12.365957587957382, 8.561215952038765, 11.562025092542171, 2.6631636396050453, 2.6167783439159393, 15.108737939968705, 8.614481918513775, 2.446955034509301, 2.9167699608951807, 6.1528946831822395, 26.3727955147624, 5.097294222563505]
['[CLR]', 'the', 'film', 'rehashes', 'several', 'old', 'themes', 'and', 'is', 'capped', 'with', 'pointless', 'extremes', '[SEP]']	[2.9462600722908974, 1.666266530752182, 4.827235609292984, 15.599264852702618, 3.7147796750068665, 3.8288789466023445, 7.02308577299118, 1.9500100836157799, 2.641151834279299, 8.041777320206165, 3.6941328421235085, 8.93920961022377, 6.135895222425461, 5.296904191374779]
['[CLR]', 'ryan', 'gosling', 'is', 'in', 'a', 'word', 'brilliant', 'as', 'the', 'conflicted', 'daniel', '[SEP]']	[2.345404639840126, 5.080611824989319, 8.448806829750538, 3.7298968136310577, 3.2522528171539307, 2.5997575633227825, 5.872209429740906, 7.4198760986328125, 3.191575773060322, 3.0143172815442085, 12.819017637521029, 5.161474108695984, 4.691097766160965]
['[CLR]', 'if', 'deuces', 'wild', 'had', 'been', 'tweaked', 'up', 'a', 'notch', 'it', 'would', 'have', 'become', 'a', 'camp', 'adventure', 'one', 'of', 'those', 'movies', '[SEP]']	[3.963908862322569, 4.285709889605641, 22.503685235977173, 9.456078965216875, 5.66882711648941, 4.4704647324979305, 23.15803909674287, 3.8980356380343437, 3.2388783786445856, 11.221745796501637, 3.7142337411642075, 3.9110124092549086, 4.147668259218335, 5.2827292624861, 3.522870110347867, 8.040270015597343, 11.39301636070013, 4.62597113661468, 3.4883209634572268, 6.436947409063578, 10.754202794283628, 6.260324139147997]
['[CLR]', 'frida', 'is', 'certainly', 'no', 'disaster', 'but', 'neither', 'is', 'it', 'the', 'kahlo', 'movie', 'frida', 'fans', 'have', 'been', 'looking', 'for', '[SEP]']	[4.1093203872442245, 12.388627052307129, 5.033503443002701, 8.737974151968956, 4.775087662041187, 10.307830274105072, 3.8951715156435966, 7.437508396804333, 7.0663914158940315, 5.042388379573822, 4.589585207402706, 20.06851599738002, 11.877959415316582, 14.15552493184805, 11.43636405467987, 5.28023736923933, 4.560042630881071, 7.2252723425626755, 6.495948951691389, 7.67793682962656]
