['[CLR]', 'presents', 'a', 'good', 'case', 'while', 'failing', 'to', 'provide', 'a', 'reason', 'for', 'us', 'to', 'care', 'beyond', 'the', 'very', 'basic', 'dictums', 'of', 'human', 'decency', '[SEP]']	[4.566775813698769, 6.953192234039307, 3.838683906942606, 6.231714639812708, 8.041724670678377, 5.727152541279793, 7.5697061419487, 3.482601411640644, 6.233918495476246, 3.422407938167453, 7.745101131498814, 4.7985373213887215, 5.330248951911926, 5.10001228377223, 8.797580271959305, 7.054747775197029, 3.9753740318119526, 5.382765766233206, 6.525174841284752, 21.237214094027877, 3.4473223853856325, 5.195886176079512, 11.877489283680916, 4.47933841869235]
['[CLR]', 'beautifully', 'crafted', 'engaging', 'filmmaking', 'that', 'should', 'attract', 'upscale', 'audiences', 'hungry', 'for', 'quality', 'and', 'a', 'nostalgic', 'twisty', 'yarn', 'that', 'will', 'keep', 'them', 'guessing', '[SEP]']	[4.403729535639286, 5.456020899116993, 5.702408254146576, 5.266306769102812, 8.396545022726059, 4.634548032656312, 4.929084217175841, 5.79163371771574, 6.4147912338376045, 6.862568471580744, 7.861353557556868, 4.049487501382828, 6.073120076209307, 3.8091094363480806, 3.8375610150396824, 14.103477288037539, 10.239987179636955, 9.162857703864574, 3.668329305946827, 3.7075759023427963, 4.314319796860218, 3.336955411359668, 7.451667532324791, 4.143091220408678]
['[CLR]', 'bread', 'my', 'sweet', 'has', 'so', 'many', 'flaws', 'it', 'would', 'be', 'easy', 'for', 'critics', 'to', 'shred', 'it', '[SEP]']	[4.587361440062523, 8.07089800387621, 5.186100173741579, 7.223746836185455, 5.882763542234898, 6.07604730501771, 6.301223400980234, 8.323612064123154, 4.980550531297922, 5.515872947871685, 4.275157541036606, 7.105526305735111, 4.261290498077869, 7.67073692381382, 4.226092029362917, 13.065152183175087, 4.228540390729904, 4.253195077180862]
['[CLR]', 'slow', 'silly', 'and', 'unintentionally', 'hilarious', '[SEP]']	[2.8636825159192085, 2.8964746817946434, 4.25200055539608, 1.691763263195753, 18.419538266956806, 5.192995026707649, 2.8449240177869797]
['[CLR]', 'ultimately', 'feels', 'empty', 'and', 'unsatisfying', 'like', 'swallowing', 'a', 'communion', 'wafer', 'without', 'the', 'wine', '[SEP]']	[4.072915203869343, 4.348701406270266, 6.256255850195885, 4.9996268935501575, 2.9652067832648754, 18.85428262501955, 4.706292636692524, 7.980262137949467, 2.8788212202489376, 6.935982823371887, 11.72276709228754, 3.6806686893105507, 2.9742812998592854, 5.339037828147411, 4.432508960366249]
['[CLR]', 'exudes', 'the', 'fizz', 'of', 'a', 'busby', 'berkeley', 'musical', 'and', 'the', 'visceral', 'excitement', 'of', 'a', 'sports', 'extravaganza', '[SEP]']	[5.003044575452805, 11.926620682701468, 3.335799226537347, 12.196846645325422, 4.515610337257385, 3.7507577501237392, 12.13679208792746, 7.216205600649118, 8.313365399837494, 4.201594691723585, 3.626611240208149, 15.265771320089698, 7.732659392058849, 3.324914790689945, 3.575014803558588, 5.956749748438597, 22.078591542318463, 3.861544407904148]
['[CLR]', 'the', 'film', 'rehashes', 'several', 'old', 'themes', 'and', 'is', 'capped', 'with', 'pointless', 'extremes', '[SEP]']	[3.617061637341976, 2.706553541123867, 4.825620092451572, 16.360357206314802, 4.2513352409005165, 4.530310675501823, 6.757251627743244, 3.2522134743630886, 3.133366372436285, 7.479139037430286, 4.04024425521493, 5.980632558465004, 5.294333033263683, 3.696047931909561]
['[CLR]', 'ryan', 'gosling', 'is', 'in', 'a', 'word', 'brilliant', 'as', 'the', 'conflicted', 'daniel', '[SEP]']	[3.0043858140707016, 4.3839308843016624, 8.552289836108685, 4.3656401336193085, 4.331174060702324, 3.529452659189701, 6.574777152389288, 7.574821334332228, 4.273556038737297, 3.674652012065053, 10.65285063162446, 4.882257580757141, 3.636277388781309]
['[CLR]', 'if', 'deuces', 'wild', 'had', 'been', 'tweaked', 'up', 'a', 'notch', 'it', 'would', 'have', 'become', 'a', 'camp', 'adventure', 'one', 'of', 'those', 'movies', '[SEP]']	[5.834473162889481, 6.425105236470699, 20.5494471937418, 7.709492936730385, 5.532344717532396, 4.417135156691074, 23.598432678729296, 4.776018809527159, 4.853861700743437, 9.446020755916834, 5.737211000174284, 5.557825498282909, 5.1037941519171, 6.290550787001848, 5.010911555960774, 7.982870303094387, 11.49146232381463, 5.981690110638738, 4.580129712820053, 6.345332369208336, 7.924036294221878, 4.344663951545954]
['[CLR]', 'frida', 'is', 'certainly', 'no', 'disaster', 'but', 'neither', 'is', 'it', 'the', 'kahlo', 'movie', 'frida', 'fans', 'have', 'been', 'looking', 'for', '[SEP]']	[4.5779101476073265, 10.780227024108171, 4.6045271046459675, 6.834415961056948, 5.077941466122866, 8.442945912480354, 4.845578122884035, 6.891195185482502, 6.211255788803101, 5.500933527946472, 4.844687543809414, 16.25349873676896, 9.29281260073185, 12.759666942059994, 8.875956438481808, 4.9335969518870115, 4.410319307819009, 6.085890527814627, 4.464819887652993, 4.573487490415573]
